user_id,interest,calculated_skill_score,Q1_score,Q2_score,Q3_score,Q4_score,Q5_score,Q1_response,Q2_response,Q3_response,Q4_response,Q5_response
ebcb1f00-a977-4e6e-9872-0409795d0335,Social Service,0.3,0,0,1,0.0,0,No,Low,Yes,No,Beginner
8f3202d1-fe22-4080-82b4-93d46ba69615,Business,3.8,0,0,1,1.0,0,No,Low,Yes,Yes,Beginner
22451aaa-25a2-4a16-9ac6-82915cbd31b3,Medicine,0.9,0,0,0,0.0,1,No,Low,No,No,Intermediate
33829954-f84a-44b3-bdf0-d7cfd8c4da54,Business,4.7,1,1,1,1.0,2,Yes,Medium,Yes,Yes,Advanced
824b9287-e73a-4128-aea9-63a433d08c33,Law,3.1,0,0,0,1.0,0,No,Low,No,Yes,Beginner
ff1b18e0-0bef-4cce-98da-fc5c23e22bcc,Business,3.6,0,0,1,0.0,0,No,Low,Yes,No,Beginner
0f241047-ee44-4eb2-9c5c-6c6c88bc6634,Architecture,4.3,1,0,0,1.0,0,Yes,Low,No,Yes,Beginner
ae44dfe4-2e72-4806-b648-ad6b2f5bb49a,Social Service,5.0,1,1,0,1.0,0,Yes,Medium,No,Yes,Beginner
b840bf6d-1f5b-4574-86a8-85fc36f21b61,Architecture,1.5,1,0,0,1.0,1,Yes,Low,No,Yes,Intermediate
831aff39-7e87-4289-b7c7-f14fac94092e,Coding,3.2,1,0,1,1.0,0,Yes,Low,Yes,Data,Beginner
179f4be4-54b7-4bde-b256-7361c772068a,Coding,3.0,1,0,1,1.0,2,Yes,Low,Yes,Data,Advanced
9a1c5f77-020f-47e7-a5c3-5475ac65a642,Social Service,3.7,1,2,0,1.0,1,Yes,High,No,Yes,Intermediate
f8cc8b50-a274-4d4a-aa7b-11b9c5552d65,Business,3.2,0,0,1,1.0,2,No,Low,Yes,Yes,Advanced
99c68b58-7eb4-4179-b824-87a2d8413779,Architecture,4.9,0,1,0,0.0,2,No,Medium,No,No,Advanced
30ec2001-72f5-45d7-a842-42287b53ea58,Medicine,5.0,1,2,1,1.0,1,Yes,High,Yes,Yes,Intermediate
6c59439a-b399-4020-9028-c92ef5bf553e,Law,2.5,0,1,0,1.0,0,No,Medium,No,Yes,Beginner
00de1ec1-68ca-4355-a007-4c0c5643c318,Business,0.0,1,0,0,1.0,0,Yes,Low,No,Yes,Beginner
4a4aabac-9ecb-429e-aeaf-e1de2b9a2923,Coding,3.1,0,0,0,0.8,2,No,Low,No,UI,Advanced
cb5ef900-fe7b-4710-9527-2fc535f77d19,Commerce,4.9,1,2,1,1.0,2,Yes,High,Yes,Yes,Advanced
ff16108d-1e98-4e99-9bd7-51e9141494c7,Business,0.0,0,0,0,0.0,0,No,Low,No,No,Beginner
d44baabc-bfd6-4ced-b6aa-c9fa7b60c9dd,Journalism,2.4,0,1,0,0.0,0,No,Medium,No,No,Beginner
74247a6d-033a-45e7-b857-22f26fcc2ca5,Commerce,2.2,0,1,0,1.0,1,No,Medium,No,Yes,Intermediate
56102737-ce62-4b7a-9231-62898b9a0dd6,Business,4.5,0,1,1,0.0,0,No,Medium,Yes,No,Beginner
b4fcbcd6-505d-4c51-b695-25138b230ea2,Business,3.4,1,1,1,0.0,0,Yes,Medium,Yes,No,Beginner
d654f524-15d7-4f10-82aa-df86887a3247,Business,3.8,1,0,0,1.0,2,Yes,Low,No,Yes,Advanced
650a59b6-b42f-4eb5-8052-15c12dcfbfd5,Law,4.1,0,2,1,0.0,0,No,High,Yes,No,Beginner
b5e17de4-3d75-43bc-ac25-6ffb24c62948,Social Service,3.2,0,0,1,1.0,1,No,Low,Yes,Yes,Intermediate
33ae8563-69f4-40d9-967e-f25db0a2e9c1,Journalism,2.6,1,0,1,0.0,0,Yes,Low,Yes,No,Beginner
340c4f59-13aa-434a-bd59-3372e09ac599,Coding,4.7,0,1,0,0.8,1,No,Medium,No,UI,Intermediate
fb7c3619-d682-4f0d-8017-c9cc60ec5da2,Social Service,2.2,1,2,0,0.0,1,Yes,High,No,No,Intermediate
c4971560-15db-4f04-9464-c5cb0946404e,Architecture,0.0,0,0,0,0.0,0,No,Low,No,No,Beginner
552ff0be-4423-4f96-bb5a-0728d8ec3ef5,Architecture,4.3,1,2,1,0.0,1,Yes,High,Yes,No,Intermediate
6edafbb0-1be5-4c25-831d-a31533726ae9,Commerce,2.9,1,2,1,1.0,2,Yes,High,Yes,Yes,Advanced
9663dbc1-4fc8-4644-b330-a4a9d2635df6,Law,3.1,1,0,0,1.0,0,Yes,Low,No,Yes,Beginner
bdeeb14d-eae2-42c3-ac36-e6f5680b7a15,Business,4.3,0,2,0,1.0,2,No,High,No,Yes,Advanced
5e375f1e-45eb-420b-aec7-4aa964f15640,Commerce,2.7,0,2,1,0.0,2,No,High,Yes,No,Advanced
c360e6ee-abc4-4e8f-907c-75a97ccd03b6,Social Service,1.8,0,1,1,0.0,0,No,Medium,Yes,No,Beginner
0d97cdc6-106d-4a28-b43a-d853a2e04326,Medicine,5.0,0,0,1,0.0,1,No,Low,Yes,No,Intermediate
8a9aae15-fb05-4dfd-8f26-f8e0f45c0dce,Commerce,4.8,1,2,0,0.0,2,Yes,High,No,No,Advanced
f6c23453-aeb4-44b3-ac1a-5e71880c01fb,Journalism,5.0,1,2,1,0.0,2,Yes,High,Yes,No,Advanced
6e1bb202-a47d-48cc-af9e-8d738fe8214b,Law,3.8,0,1,1,1.0,2,No,Medium,Yes,Yes,Advanced
037594d5-dfb8-45ef-a169-67579a2da155,Medicine,4.9,1,0,1,1.0,2,Yes,Low,Yes,Yes,Advanced
4d8f37c7-f314-4b37-a45b-81ac5abe0b54,Commerce,4.0,0,2,1,1.0,1,No,High,Yes,Yes,Intermediate
a76d1103-18df-4271-a972-56de857d5a17,Medicine,4.8,1,2,1,1.0,2,Yes,High,Yes,Yes,Advanced
1223e1ca-76e3-444e-8acc-e2b41f3ee6a3,Architecture,5.0,1,2,1,1.0,2,Yes,High,Yes,Yes,Advanced
b44b4b68-f097-48e1-a5db-8240677b1518,Social Service,1.0,1,0,0,0.0,0,Yes,Low,No,No,Beginner
3226dc8a-a0b1-4593-8b98-07103db02143,Journalism,3.1,0,2,0,0.0,0,No,High,No,No,Beginner
0e894e53-572b-4eec-9575-30fdc1e42284,Journalism,2.0,1,1,1,0.0,1,Yes,Medium,Yes,No,Intermediate
9a8c3f97-6f9f-4887-84c9-a10699edb3b0,Business,2.7,1,2,1,1.0,2,Yes,High,Yes,Yes,Advanced
9b2c7735-2594-4496-a9c6-c6b87a669bee,Journalism,5.0,1,1,1,0.0,0,Yes,Medium,Yes,No,Beginner
be6f8d61-3755-4b07-95c2-eaafc46f5811,Social Service,5.0,1,2,1,1.0,0,Yes,High,Yes,Yes,Beginner
dcf532b2-c79d-4b34-8c26-3fd9415f34d0,Business,0.7,0,0,0,0.0,0,No,Low,No,No,Beginner
0df33c6b-d37d-40ad-95bd-45c5190da66e,Social Service,1.3,0,0,1,0.0,0,No,Low,Yes,No,Beginner
f91ae686-88e4-4e7f-98e3-bdeb8c2a27d1,Coding,4.0,1,2,0,1.0,2,Yes,High,No,Data,Advanced
b592bc2d-3198-4acc-8f3c-4e9c5c5fc81a,Law,4.6,1,1,0,1.0,1,Yes,Medium,No,Yes,Intermediate
e859737b-da60-4a9d-afef-508aeae66f4f,Medicine,2.9,0,0,0,0.0,2,No,Low,No,No,Advanced
8809a0f5-3192-4553-926c-c623d4ca8404,Coding,4.0,1,0,1,1.0,2,Yes,Low,Yes,Data,Advanced
2a113671-5ca9-409c-8f77-800d022b9ba4,Journalism,3.2,1,0,1,0.0,1,Yes,Low,Yes,No,Intermediate
123e5458-d9b4-4de1-9262-0910a19e0dda,Business,4.2,0,2,0,0.0,2,No,High,No,No,Advanced
36bce9c0-2df7-474a-9892-b2df352cef85,Journalism,5.0,0,1,1,0.0,2,No,Medium,Yes,No,Advanced
a1b8eadc-0a7e-4414-8fba-1beff889c216,Business,3.7,1,1,1,0.0,0,Yes,Medium,Yes,No,Beginner
f4fb36c0-8966-484b-95e9-08c1b44db9dd,Social Service,2.9,0,1,0,0.0,1,No,Medium,No,No,Intermediate
cb92b009-1ba9-4879-ae91-c7a078da7fd8,Medicine,3.6,1,0,1,1.0,1,Yes,Low,Yes,Yes,Intermediate
a0b8caca-411c-4435-8beb-c8babeb13ff5,Social Service,4.9,1,1,1,0.0,1,Yes,Medium,Yes,No,Intermediate
9bfc1b8d-0d87-4028-bf57-9f62b8cfe89a,Commerce,3.3,0,2,1,0.0,0,No,High,Yes,No,Beginner
6ed7fa78-105b-4a11-92f2-34fa46926629,Medicine,0.0,0,0,0,1.0,0,No,Low,No,Yes,Beginner
8ca548e6-60f5-4c08-9caf-0786fc4ce4d8,Architecture,0.5,1,0,0,1.0,0,Yes,Low,No,Yes,Beginner
fb1c57b6-3a57-4386-8bf0-f030b01b58fd,Medicine,1.7,0,1,1,0.0,1,No,Medium,Yes,No,Intermediate
e52d87f5-c54e-41d5-98a7-362d04fb4e8d,Social Service,4.5,0,1,1,0.0,0,No,Medium,Yes,No,Beginner
63e476dd-1f87-4fef-a0a3-9376bff02893,Law,4.8,1,2,1,1.0,2,Yes,High,Yes,Yes,Advanced
d97e4c72-1d75-4612-a08c-c0101a5500ae,Business,3.0,1,1,0,0.0,1,Yes,Medium,No,No,Intermediate
f2d03c57-e996-4395-aee1-18ddc5c28963,Social Service,2.7,1,2,1,0.0,0,Yes,High,Yes,No,Beginner
029ec48f-9ecf-4946-8560-0e47b55f088a,Architecture,2.9,0,1,0,1.0,0,No,Medium,No,Yes,Beginner
c84c3526-16a1-497e-988d-e35d30fe425a,Journalism,2.1,0,0,1,0.0,1,No,Low,Yes,No,Intermediate
7221f11b-1132-4d88-92ae-a3e63e7ee510,Medicine,2.1,1,0,0,0.0,0,Yes,Low,No,No,Beginner
24655011-f5cd-4e03-ad3b-ea7c589b3edf,Architecture,3.9,1,2,1,1.0,2,Yes,High,Yes,Yes,Advanced
66a16f06-5c8d-44ac-88f7-d1430cb1c4bf,Journalism,2.2,1,1,1,0.0,1,Yes,Medium,Yes,No,Intermediate
74e4c2a3-9356-4306-9f52-5a0f39c3f8e6,Journalism,4.7,1,2,1,1.0,2,Yes,High,Yes,Yes,Advanced
37012446-057d-4cea-892c-77e707ba4e41,Medicine,2.2,1,0,1,0.0,0,Yes,Low,Yes,No,Beginner
1b3e01bb-8ca3-49fa-8ceb-7caf51fa3fd3,Social Service,3.3,0,1,1,0.0,1,No,Medium,Yes,No,Intermediate
feb6d7d7-6e0d-4306-92e5-37f3d09d0d87,Coding,5.0,1,1,1,0.8,2,Yes,Medium,Yes,UI,Advanced
516d3b9d-7a75-4e2c-833e-13292541cbd5,Law,5.0,1,2,1,1.0,2,Yes,High,Yes,Yes,Advanced
0a5af4c7-4634-46cb-a9f6-4eab4d4de323,Medicine,0.0,0,0,0,0.0,0,No,Low,No,No,Beginner
27b36da3-c31e-4623-b02a-efb5c34d8bdf,Social Service,5.0,1,2,0,1.0,2,Yes,High,No,Yes,Advanced
d279a8cd-4416-430b-bc0d-403464e8c894,Architecture,4.0,0,2,0,0.0,2,No,High,No,No,Advanced
668c1995-036d-477d-ac09-2213589507cc,Coding,1.6,1,1,0,1.0,1,Yes,Medium,No,Data,Intermediate
d01961a7-e05e-45da-9696-f22dafac848a,Architecture,5.0,1,1,0,0.0,2,Yes,Medium,No,No,Advanced
07b8e1be-45b3-467a-8faf-d7d1ce771ab8,Law,0.3,0,0,0,0.0,0,No,Low,No,No,Beginner
021d342f-e8fa-43c3-abd8-4fcf0bf24cd1,Law,3.0,1,0,1,1.0,2,Yes,Low,Yes,Yes,Advanced
d71271fd-fa06-452e-b71d-b331c602f34e,Social Service,2.8,1,0,0,0.0,1,Yes,Low,No,No,Intermediate
dac7eca7-f2c6-4cc0-8157-4a2b09dcdd2b,Law,3.9,1,1,1,0.0,2,Yes,Medium,Yes,No,Advanced
d55f19be-34ff-4e9e-96cb-8f6bd0e72bfd,Architecture,2.7,0,2,0,0.0,0,No,High,No,No,Beginner
bdbf4c6a-6ce3-4c6e-b61a-d03d5a0b1500,Journalism,5.0,1,2,1,0.0,2,Yes,High,Yes,No,Advanced
34c37869-e17b-444a-9569-10db6823e662,Journalism,1.1,0,0,0,1.0,1,No,Low,No,Yes,Intermediate
b97cb915-1bec-4f8e-bbac-8cf86e947d8a,Social Service,3.8,1,2,0,1.0,0,Yes,High,No,Yes,Beginner
5a2b19b5-6a7a-4eae-8c84-1fe5c135a81a,Journalism,5.0,1,2,1,0.0,0,Yes,High,Yes,No,Beginner
f81ca4f5-4fcc-4417-8283-33d058c70e3c,Business,2.5,0,2,0,1.0,0,No,High,No,Yes,Beginner
99c875c4-5604-45ef-bf29-0d25249fa49b,Architecture,4.4,0,2,0,1.0,1,No,High,No,Yes,Intermediate
c29525ca-1c63-4916-86b7-f19901d60ad4,Architecture,3.9,0,0,1,0.0,1,No,Low,Yes,No,Intermediate
745bb7ed-7760-4f62-be38-7a4d7379a455,Architecture,2.1,1,0,0,0.0,1,Yes,Low,No,No,Intermediate
4f244ccd-325c-4ede-b73f-775823084040,Journalism,2.8,0,1,1,0.0,1,No,Medium,Yes,No,Intermediate
4437f4c0-9270-4c78-9ea4-df9e25e638bf,Medicine,4.1,0,2,0,1.0,1,No,High,No,Yes,Intermediate
ae363312-e072-40f8-8ad7-8448ff97994b,Commerce,3.3,0,2,0,0.0,0,No,High,No,No,Beginner
acdad182-0933-41b5-bbe2-0fa01ba9b317,Architecture,4.1,1,1,1,1.0,1,Yes,Medium,Yes,Yes,Intermediate
1dd29557-e19d-4db7-b5a4-eee162b9cd8f,Business,2.6,1,1,1,0.0,0,Yes,Medium,Yes,No,Beginner
7ceccc66-53ff-4bb2-838a-a34d26276372,Architecture,3.8,1,2,1,1.0,1,Yes,High,Yes,Yes,Intermediate
c634f236-67f3-419e-a8d9-b848eb0bb17a,Commerce,5.0,0,2,1,1.0,2,No,High,Yes,Yes,Advanced
a307884c-589c-43b4-8954-959f91a79d11,Journalism,4.0,0,1,1,1.0,0,No,Medium,Yes,Yes,Beginner
fc0b7af1-9ee4-42ea-8600-ec6ea56e9b97,Medicine,1.0,1,0,0,0.0,1,Yes,Low,No,No,Intermediate
e816b7ce-ea2a-466c-8b89-f96242ef003e,Medicine,3.7,0,0,1,1.0,0,No,Low,Yes,Yes,Beginner
146d8fa6-5ede-4aed-904f-922361f997dc,Law,0.3,0,0,0,0.0,0,No,Low,No,No,Beginner
76303d76-4654-42d4-909c-aa968df25ac3,Architecture,4.2,0,1,0,1.0,0,No,Medium,No,Yes,Beginner
fdeb90ef-5105-428b-bf86-fec540535515,Social Service,1.1,0,0,0,0.0,1,No,Low,No,No,Intermediate
65ede176-9f38-4caa-bb60-4ad9a0c09948,Law,5.0,1,2,1,1.0,2,Yes,High,Yes,Yes,Advanced
0e19a3f3-dafc-4c6c-949c-e7e82dd31f0c,Commerce,1.1,0,0,0,0.0,0,No,Low,No,No,Beginner
6b66709c-f75c-4565-9c69-3378d07193ad,Law,2.6,0,1,0,1.0,0,No,Medium,No,Yes,Beginner
45faa960-7a03-48df-986a-19a3cb5adee8,Commerce,3.7,1,1,1,0.0,0,Yes,Medium,Yes,No,Beginner
1b78681c-bfeb-4b96-a436-55fd1f8af5cd,Business,2.8,0,2,1,1.0,2,No,High,Yes,Yes,Advanced
b166e3d4-162d-4f27-81b6-4f9bd6516c12,Architecture,4.4,1,1,1,1.0,2,Yes,Medium,Yes,Yes,Advanced
88591cf2-4b5a-4cad-8039-d58645b1ec73,Social Service,5.0,0,2,1,1.0,0,No,High,Yes,Yes,Beginner
e4cdba88-cedc-44c1-b74d-1c699160dc1a,Medicine,4.9,1,0,1,1.0,2,Yes,Low,Yes,Yes,Advanced
42eae368-2545-48c9-a0e0-5d4d8a28213f,Architecture,5.0,1,0,1,1.0,0,Yes,Low,Yes,Yes,Beginner
c882cc54-6a1e-4808-a0a5-3418d6c6e70f,Architecture,4.9,1,0,0,0.0,2,Yes,Low,No,No,Advanced
cec79872-8c8a-49c9-b767-69db1d33533e,Law,1.2,0,0,0,0.0,0,No,Low,No,No,Beginner
31ee8bd4-a8ad-478f-b703-91bb47b9bf26,Business,4.6,1,2,1,0.0,0,Yes,High,Yes,No,Beginner
3c8ad47e-f6ff-4be1-aabe-a639d5463762,Social Service,0.0,1,0,0,0.0,0,Yes,Low,No,No,Beginner
9e0135b3-1088-4091-b054-dea3c58d669e,Commerce,2.9,1,2,1,0.0,2,Yes,High,Yes,No,Advanced
a67cfecd-da92-4bcc-8fb4-c1b442b15210,Medicine,3.0,0,1,0,0.0,1,No,Medium,No,No,Intermediate
e97f2320-c39a-4648-9719-b87803a09185,Journalism,1.1,1,0,0,0.0,0,Yes,Low,No,No,Beginner
cb89c9e8-f0b5-47b8-abc8-e319f4c439b1,Medicine,3.4,0,2,1,1.0,2,No,High,Yes,Yes,Advanced
7aa10ff0-b42d-452c-8ddd-c5e1a54d04bf,Medicine,3.7,1,0,0,1.0,0,Yes,Low,No,Yes,Beginner
bfa9306a-e51b-4600-ab7c-2501d13a2819,Journalism,2.7,0,0,1,1.0,1,No,Low,Yes,Yes,Intermediate
990ccb8d-5ba8-47fd-9d34-732ea4a14aca,Medicine,4.1,0,0,0,0.0,2,No,Low,No,No,Advanced
d0f4379e-f045-415e-ad79-d32668a0da9f,Law,4.5,1,2,1,0.0,2,Yes,High,Yes,No,Advanced
d92c1b20-2bc5-47d7-9773-2c696edf284f,Business,4.0,1,0,1,0.0,2,Yes,Low,Yes,No,Advanced
b2c9ff1e-8673-4423-b34a-76fbc618b6e1,Architecture,2.8,0,1,1,1.0,1,No,Medium,Yes,Yes,Intermediate
1e81c07b-f357-4d8d-ab29-acae5ff295ac,Journalism,3.0,1,1,0,1.0,0,Yes,Medium,No,Yes,Beginner
8e6c0095-c8ca-470d-9e3a-a6753514d490,Law,4.3,1,2,0,0.0,2,Yes,High,No,No,Advanced
9f4cd275-7079-4f63-8a88-ed75a87d7c58,Business,3.9,0,1,0,1.0,0,No,Medium,No,Yes,Beginner
b746c342-1411-46ae-a5d8-ff970d6bc3c2,Social Service,5.0,0,2,0,0.0,2,No,High,No,No,Advanced
0f6f5997-ecca-4950-9999-62646209031e,Commerce,5.0,0,1,1,1.0,2,No,Medium,Yes,Yes,Advanced
67cd4aa3-5349-47b4-b78b-180742407434,Coding,4.1,1,1,1,1.0,2,Yes,Medium,Yes,Data,Advanced
5014347f-b2d0-44c6-9a35-4c21a6099d75,Commerce,1.6,1,1,1,1.0,1,Yes,Medium,Yes,Yes,Intermediate
fc16b715-918a-4ff7-8d9f-8c9bc9cb6ab5,Commerce,4.8,1,2,1,1.0,0,Yes,High,Yes,Yes,Beginner
9ba57e78-094e-41f8-8719-762f5a1c016c,Law,4.5,1,1,1,1.0,1,Yes,Medium,Yes,Yes,Intermediate
6b00bec5-6590-4401-872b-c933d0103c52,Business,4.7,0,2,1,1.0,0,No,High,Yes,Yes,Beginner
279af927-6fdb-4c2e-bc65-5702e4aed295,Medicine,4.0,0,0,1,1.0,2,No,Low,Yes,Yes,Advanced
5b2a2595-4752-49da-a56b-8b6d8f265a11,Business,0.5,0,0,0,0.0,0,No,Low,No,No,Beginner
9b71f14c-e9d6-42c7-8b60-fbf37892b22e,Architecture,5.0,1,1,1,1.0,2,Yes,Medium,Yes,Yes,Advanced
488fe2c7-7140-4491-aa93-f5001a6fa264,Commerce,1.9,1,0,1,1.0,0,Yes,Low,Yes,Yes,Beginner
efc93b1f-aaab-46a9-8437-651826ac0f0e,Law,5.0,1,2,1,1.0,2,Yes,High,Yes,Yes,Advanced
badb82c1-24f9-4054-9862-66e305fb2df0,Architecture,3.2,0,2,1,1.0,0,No,High,Yes,Yes,Beginner
920535ad-e8ba-4f11-a1cf-6a3d943ac0bf,Journalism,2.7,0,0,1,0.0,1,No,Low,Yes,No,Intermediate
2f4e6c9f-291f-4a71-8352-e7d295e310a4,Business,2.2,0,1,1,0.0,1,No,Medium,Yes,No,Intermediate
646139d3-769b-4bfa-b831-4092a136a798,Business,5.0,1,0,1,1.0,2,Yes,Low,Yes,Yes,Advanced
b19542df-a9e2-42fe-8224-9fda327d7441,Business,5.0,1,2,1,1.0,0,Yes,High,Yes,Yes,Beginner
0f44302d-a742-4d52-b62f-61e8289c4bae,Commerce,4.0,1,2,1,0.0,1,Yes,High,Yes,No,Intermediate
a91a7887-59bf-49ec-9f78-175ac8c68013,Law,0.0,1,0,0,0.0,0,Yes,Low,No,No,Beginner
2b493647-8341-40c0-a76c-250076f05ad2,Architecture,3.9,1,0,0,1.0,1,Yes,Low,No,Yes,Intermediate
b09f1d30-3ff5-45f1-81ed-158fa571e738,Business,4.4,1,2,0,0.0,1,Yes,High,No,No,Intermediate
755a41a4-734a-4a2c-ad75-fd57887a4388,Social Service,4.1,0,2,0,1.0,1,No,High,No,Yes,Intermediate
48a2ab57-0a9e-4a97-8662-a35b5133ba71,Architecture,3.6,1,0,0,1.0,1,Yes,Low,No,Yes,Intermediate
cc0d361d-f798-43b5-97a5-30f57a7d0904,Coding,2.5,1,2,0,1.0,2,Yes,High,No,Data,Advanced
79e46c66-563b-414f-8926-6766ce6e2890,Architecture,0.0,0,0,0,0.0,0,No,Low,No,No,Beginner
45eb473a-0012-4577-9dc1-83324265f0f8,Journalism,5.0,1,2,1,1.0,2,Yes,High,Yes,Yes,Advanced
ef0cb024-2bce-4876-aaa2-bc26bcbbc456,Medicine,2.3,1,0,0,1.0,0,Yes,Low,No,Yes,Beginner
722af40c-7513-474e-a020-321e789a4a15,Architecture,1.2,0,0,0,0.0,1,No,Low,No,No,Intermediate
395ef5f0-b945-4414-ae68-ac72b1ba98d5,Commerce,0.8,0,0,0,0.0,1,No,Low,No,No,Intermediate
576ba82f-f926-4cc2-9e8c-768004ed9e90,Medicine,3.2,0,0,1,1.0,0,No,Low,Yes,Yes,Beginner
82e84a84-342d-4903-b868-5aba04410168,Medicine,3.3,0,1,0,1.0,2,No,Medium,No,Yes,Advanced
c782a5f0-a6dd-4b27-9720-1a99a3df54ea,Medicine,2.9,1,2,0,0.0,1,Yes,High,No,No,Intermediate
2cd867c3-1681-4dda-9663-70a893242cdd,Business,2.9,0,0,0,0.0,2,No,Low,No,No,Advanced
2836a691-1d61-4aaf-926d-ac136e7c69f2,Journalism,2.9,0,1,1,0.0,0,No,Medium,Yes,No,Beginner
be7fa9cb-dc30-4e0d-a648-9112d992e1a7,Medicine,4.6,0,0,0,1.0,2,No,Low,No,Yes,Advanced
5d94a3cb-8208-4e6b-ae82-17425d16e7f3,Commerce,2.0,1,1,0,1.0,0,Yes,Medium,No,Yes,Beginner
de28c057-95f8-481e-ab2e-39381a5742a4,Commerce,2.6,1,1,0,1.0,1,Yes,Medium,No,Yes,Intermediate
ab5c49f7-be30-4276-9882-d89eedd880d6,Commerce,3.7,1,2,1,0.0,1,Yes,High,Yes,No,Intermediate
defcbadb-e9c6-4378-9c6e-aff0e18da66a,Law,2.5,0,1,0,1.0,0,No,Medium,No,Yes,Beginner
af02a282-f386-4aaa-ab29-92ea656e0325,Coding,2.2,0,1,0,1.0,1,No,Medium,No,Data,Intermediate
c69259ba-0663-4a11-9873-013005909c8e,Commerce,3.7,1,0,0,1.0,0,Yes,Low,No,Yes,Beginner
da8f6bb8-ce6e-4109-be5d-dc47581ea9da,Social Service,2.2,0,1,1,1.0,0,No,Medium,Yes,Yes,Beginner
13b92aa1-b359-434a-bcf0-b38ee1180ede,Journalism,3.9,1,2,1,1.0,0,Yes,High,Yes,Yes,Beginner
f24c51da-f75f-4bc5-a667-51f7e957f573,Architecture,1.7,0,0,0,1.0,1,No,Low,No,Yes,Intermediate
24bcadc5-f04c-4ae4-8ec6-0619c6a3e87f,Commerce,5.0,1,1,1,0.0,2,Yes,Medium,Yes,No,Advanced
397d2cf7-e42e-4bf4-8378-ab2f4e1356cf,Social Service,5.0,1,1,1,0.0,2,Yes,Medium,Yes,No,Advanced
b6aa2de5-242d-40de-9ad7-a144c017dc56,Social Service,3.5,1,2,1,1.0,2,Yes,High,Yes,Yes,Advanced
fcdff275-d6cc-4892-b3a6-76c594bea02d,Social Service,5.0,1,1,0,0.0,0,Yes,Medium,No,No,Beginner
c40e330e-b7ab-4308-8acb-405ac4187ba6,Law,2.5,0,0,1,0.0,1,No,Low,Yes,No,Intermediate
6b4b9407-fcaa-4460-9149-de33e13157b2,Coding,2.5,1,1,1,0.8,2,Yes,Medium,Yes,UI,Advanced
fef7bf88-ac04-48ea-8e01-7dcc6d970a74,Journalism,1.0,1,0,0,1.0,0,Yes,Low,No,Yes,Beginner
70b0d56a-5eec-4683-bb45-7e2a3cecc5bf,Business,4.0,0,2,0,1.0,2,No,High,No,Yes,Advanced
b85d2672-4a56-4a3e-b18c-94bdf61b3df6,Social Service,2.2,0,0,1,0.0,0,No,Low,Yes,No,Beginner
8e7224ca-af93-4b9a-a95b-a51f60110f76,Business,4.2,1,2,1,0.0,0,Yes,High,Yes,No,Beginner
f7893d52-a00f-4500-8d90-84acfc0e73c0,Medicine,2.1,1,0,1,0.0,0,Yes,Low,Yes,No,Beginner
64d0f7c6-a678-4540-815d-59f6c603adaf,Medicine,3.2,1,2,0,0.0,0,Yes,High,No,No,Beginner
76240540-cfc7-4a66-bad3-9a8ff0d769d0,Commerce,5.0,0,2,1,0.0,2,No,High,Yes,No,Advanced
2dd573cf-7fd8-44a7-85e4-c3b3771d7025,Medicine,4.5,1,2,1,1.0,0,Yes,High,Yes,Yes,Beginner
2866e9c9-e66a-4c9b-b999-500d9db140e1,Medicine,3.9,1,2,1,1.0,0,Yes,High,Yes,Yes,Beginner
