user_id,interest,calculated_skill_score,Q1_score,Q2_score,Q3_score,Q4_score,Q5_score,Q1_response,Q2_response,Q3_response,Q4_response,Q5_response
c5ad6838-262c-44c0-ad08-c21499ef3e0a,Journalism,4.8,1,2,1,1.0,2,Yes,High,Yes,Yes,Advanced
32ed7dca-3e0b-42dd-8bf9-5c668df9ba5a,Journalism,0.0,1,0,0,0.0,0,Yes,Low,No,No,Beginner
dcc54270-41f7-4a4c-b5bb-0ac9ed90dd5b,Social Service,0.0,0,0,0,1.0,0,No,Low,No,Yes,Beginner
c49b07a7-38cb-4c57-9e0b-d202081bf5f4,Medicine,0.1,0,0,0,0.0,0,No,Low,No,No,Beginner
f0e616f0-df64-4e54-bf18-acf5e80d70c8,Commerce,4.1,1,1,0,1.0,2,Yes,Medium,No,Yes,Advanced
d50703f5-f17f-436f-9532-b3ce35e78fb2,Coding,3.8,1,0,1,0.8,2,Yes,Low,Yes,UI,Advanced
78548d64-8cfc-44b3-830d-897dcfbd898b,Commerce,4.8,1,2,1,1.0,2,Yes,High,Yes,Yes,Advanced
9382741a-0415-46a3-a7fd-363d64118e0b,Business,2.0,1,1,1,0.0,0,Yes,Medium,Yes,No,Beginner
337d4cb0-556c-4842-bb86-89c938a5fba2,Social Service,5.0,0,1,1,1.0,2,No,Medium,Yes,Yes,Advanced
7bd31e65-5b4d-4070-b78c-550078925859,Coding,4.3,1,0,1,1.0,0,Yes,Low,Yes,Data,Beginner
cfc3c0ec-fb6a-4daf-b2a4-96332c430677,Architecture,1.1,0,0,0,0.0,0,No,Low,No,No,Beginner
e0f0566f-2302-458c-b0a3-deb48878d979,Journalism,1.8,0,1,0,0.0,0,No,Medium,No,No,Beginner
eba0e246-64a8-43cb-9414-03af1a82bbcf,Coding,2.9,0,0,1,0.8,0,No,Low,Yes,UI,Beginner
9a629e14-46d1-49c0-a237-64daf5df6758,Architecture,5.0,0,1,1,1.0,2,No,Medium,Yes,Yes,Advanced
31fd1ca8-2fdc-49f6-96dc-cc6aff16e5ca,Social Service,2.5,0,0,0,0.0,0,No,Low,No,No,Beginner
66a4f415-77fc-4870-97cc-12637800cf8b,Medicine,2.2,0,0,1,0.0,0,No,Low,Yes,No,Beginner
14b0d7ec-2bf0-4596-924e-97d62e64b090,Business,1.2,0,0,1,1.0,1,No,Low,Yes,Yes,Intermediate
7a9df690-5ee1-4593-abc2-6472fce9755c,Commerce,2.6,0,1,0,0.0,1,No,Medium,No,No,Intermediate
9a0dbcf2-5c98-4ea1-8a9d-6e676daa3ade,Architecture,4.1,0,2,1,1.0,2,No,High,Yes,Yes,Advanced
1cbfe065-db4f-4717-a317-67b209ef0e6c,Journalism,5.0,1,2,1,1.0,2,Yes,High,Yes,Yes,Advanced
16ae7b15-b2ea-4df3-be83-59501c8e9fab,Coding,4.1,0,0,0,1.0,2,No,Low,No,Data,Advanced
3c062a57-e6cf-4196-9c7a-27f43be2d6c4,Journalism,0.9,0,0,0,0.0,1,No,Low,No,No,Intermediate
4e9d8940-4054-4033-9aef-96d741df6d8a,Coding,1.7,0,1,1,1.0,0,No,Medium,Yes,Data,Beginner
ffc7e9ac-7886-4c8e-b96b-c8a352ee4413,Law,4.6,1,2,1,1.0,2,Yes,High,Yes,Yes,Advanced
2163fad6-f6b2-4725-88a9-07f5f45c228f,Medicine,4.6,0,2,1,0.0,0,No,High,Yes,No,Beginner
c0396fac-f9aa-4e14-aa59-6f9c54d16f44,Medicine,2.1,1,0,0,0.0,0,Yes,Low,No,No,Beginner
e04cddcf-529f-4ddf-9633-860a4bb23406,Law,4.6,1,2,0,0.0,0,Yes,High,No,No,Beginner
1937a9e8-ec8a-48c5-8fb9-79abd4ad096e,Business,4.7,1,1,1,1.0,2,Yes,Medium,Yes,Yes,Advanced
a657f808-1f4b-4cf3-86ee-c4d4be4813eb,Social Service,4.8,1,2,1,0.0,2,Yes,High,Yes,No,Advanced
d7b12f1f-ce1d-4a6f-be90-e5cc5e41e033,Coding,3.9,0,1,0,0.8,2,No,Medium,No,UI,Advanced
4417a853-f927-48a8-9149-7e12d413f732,Coding,4.0,1,0,0,0.8,1,Yes,Low,No,UI,Intermediate
1d76a419-3f0d-4d85-856e-5f472c5e0ca0,Medicine,5.0,1,2,1,0.0,0,Yes,High,Yes,No,Beginner
1d6aaa99-52a6-45bd-a912-e6a75d315063,Coding,3.0,1,0,1,0.8,1,Yes,Low,Yes,UI,Intermediate
ba53cdac-28bc-4205-a145-2e494eeb8341,Social Service,2.2,0,1,0,1.0,0,No,Medium,No,Yes,Beginner
69f47f16-9e86-47e2-9fc7-a296bf377d48,Law,3.9,1,1,1,1.0,0,Yes,Medium,Yes,Yes,Beginner
7c3c3a58-daf7-4b99-aee8-f42067d58d66,Journalism,3.7,1,0,1,0.0,2,Yes,Low,Yes,No,Advanced
25304fa4-fc07-4726-9747-2f4266460fe5,Architecture,5.0,1,0,0,1.0,2,Yes,Low,No,Yes,Advanced
53e47dc3-8d18-44be-aa29-4d281ae34412,Social Service,3.8,1,0,0,1.0,1,Yes,Low,No,Yes,Intermediate
64389398-12a0-4142-81c1-6bb291de0f37,Coding,5.0,1,2,1,1.0,2,Yes,High,Yes,Data,Advanced
7c1518ec-2add-4486-9edf-14741ca469c3,Journalism,4.1,1,2,1,1.0,0,Yes,High,Yes,Yes,Beginner
b5d27ed4-9438-4429-af1a-2e7995e68620,Commerce,1.8,1,0,1,0.0,0,Yes,Low,Yes,No,Beginner
479ec967-0ac3-4957-b1fe-b5565daf631a,Journalism,1.3,0,1,0,0.0,0,No,Medium,No,No,Beginner
1a719363-ec69-4050-8296-36d52687c652,Social Service,3.1,1,0,0,0.0,1,Yes,Low,No,No,Intermediate
b3fbef5d-0976-4d6e-8ec9-431efc625421,Coding,5.0,0,2,0,0.8,0,No,High,No,UI,Beginner
b389817b-3c9e-4df8-bd81-d913af8b7a9e,Medicine,4.3,1,1,1,1.0,0,Yes,Medium,Yes,Yes,Beginner
7dfd8ec0-2f3f-42a5-9af0-1d968a8db612,Medicine,4.0,1,0,1,1.0,0,Yes,Low,Yes,Yes,Beginner
f16ed60b-25af-4c7b-a959-8d0a302b103e,Medicine,5.0,1,2,0,1.0,1,Yes,High,No,Yes,Intermediate
024e2b2c-2fd9-4e36-9acd-2ca7de980f3c,Social Service,5.0,0,2,1,1.0,2,No,High,Yes,Yes,Advanced
40bbf101-176b-4d64-9ecb-9021837dc62c,Social Service,0.0,0,0,1,0.0,0,No,Low,Yes,No,Beginner
537120a4-5bbd-419d-9fa4-5a0878a6affe,Journalism,3.0,1,1,1,0.0,1,Yes,Medium,Yes,No,Intermediate
fe6d1b15-239c-4509-b07d-57d6bcc070ba,Law,3.3,1,1,1,1.0,2,Yes,Medium,Yes,Yes,Advanced
ab9aa9bb-b197-45df-8681-b2d49358ac56,Business,0.0,1,0,0,1.0,0,Yes,Low,No,Yes,Beginner
6ae67f7d-a9c8-44ae-bb41-3760c1a53f21,Architecture,3.9,0,2,1,0.0,2,No,High,Yes,No,Advanced
75b83084-6b1a-4e6b-b756-4a5ad524738a,Law,2.8,1,0,1,0.0,2,Yes,Low,Yes,No,Advanced
9ec5f18d-1274-4dad-9900-f525731e4544,Commerce,5.0,0,1,1,1.0,0,No,Medium,Yes,Yes,Beginner
1ff06d61-d15c-48b6-9a9b-4440cf1949bb,Architecture,1.0,0,0,0,0.0,0,No,Low,No,No,Beginner
2c11cff0-1fe2-4216-a888-e9a4297f912e,Medicine,4.9,1,0,1,1.0,2,Yes,Low,Yes,Yes,Advanced
5f1f8a22-3d46-4fbf-98c8-76a4926ca7ec,Journalism,2.3,0,0,0,0.0,1,No,Low,No,No,Intermediate
9c9aa87a-19fb-4cc4-a90d-26788a0e39d9,Coding,3.8,1,2,0,1.0,2,Yes,High,No,Data,Advanced
d396ec89-1a4f-4074-ad73-d956ce8e5ddf,Law,0.9,0,0,0,0.0,0,No,Low,No,No,Beginner
50d4d940-fcf0-457b-b1de-f629a572e7ab,Coding,3.9,1,1,1,1.0,1,Yes,Medium,Yes,Data,Intermediate
8804f753-0593-4ebe-ac71-b72d23f20a2a,Social Service,0.9,1,0,1,1.0,1,Yes,Low,Yes,Yes,Intermediate
27c7cf61-0f1e-44a2-9622-b919b37746d2,Coding,2.9,0,1,0,0.8,1,No,Medium,No,UI,Intermediate
230a3611-a80f-459c-a007-9c229509bceb,Commerce,3.0,0,0,0,0.0,2,No,Low,No,No,Advanced
294faa2d-50c4-49d6-a42e-c21cf66b2bae,Architecture,3.2,1,2,0,1.0,1,Yes,High,No,Yes,Intermediate
2abc24b4-fe7f-4ef6-8446-6a01d97c8a12,Coding,2.9,0,2,1,1.0,0,No,High,Yes,Data,Beginner
72024dac-6b22-4460-a743-391a52c76325,Journalism,2.2,0,0,0,0.0,0,No,Low,No,No,Beginner
a749a8ad-7895-4e55-9d8c-93e5306a3340,Business,3.9,1,2,0,1.0,1,Yes,High,No,Yes,Intermediate
668cd5d3-6dc1-4d3d-b3a3-3b895fb7e720,Architecture,2.8,0,0,1,1.0,1,No,Low,Yes,Yes,Intermediate
b576b5b2-ff5b-4ecc-aca2-b8295acb9649,Commerce,3.8,1,2,0,1.0,0,Yes,High,No,Yes,Beginner
22c5034b-0910-4842-9eac-7173ea456f54,Social Service,1.4,0,0,0,1.0,0,No,Low,No,Yes,Beginner
8ffab100-30bf-44f7-b7fc-56058b6cd946,Architecture,4.1,1,2,1,1.0,2,Yes,High,Yes,Yes,Advanced
10cff5eb-d902-43cf-92c4-0097f9d34143,Journalism,2.9,1,1,0,0.0,1,Yes,Medium,No,No,Intermediate
d7bb0417-5f1f-442c-a4bf-8bd5f4a5d994,Journalism,2.2,0,0,0,0.0,1,No,Low,No,No,Intermediate
4719b5ec-4687-4019-8692-9029c3512dca,Commerce,3.4,0,1,0,0.0,0,No,Medium,No,No,Beginner
ab3b3ed3-3e44-4748-a873-dde412287a32,Social Service,0.4,0,0,0,0.0,0,No,Low,No,No,Beginner
06390249-f59f-4cab-9f72-d24e472314c4,Business,1.2,1,0,0,0.0,0,Yes,Low,No,No,Beginner
3028b897-ef26-464c-bf0e-303ee108113f,Architecture,2.4,0,0,0,0.0,1,No,Low,No,No,Intermediate
32ee3ddc-d6b3-48ae-9c63-044f81a8fcdd,Commerce,3.8,1,1,1,1.0,2,Yes,Medium,Yes,Yes,Advanced
ef482fa5-5d24-40c7-bec2-d35a469ade30,Journalism,2.9,0,1,0,0.0,2,No,Medium,No,No,Advanced
a0198127-f6a6-4c87-9540-5f78812f4cea,Journalism,3.7,1,2,1,0.0,0,Yes,High,Yes,No,Beginner
211f9553-22c2-4f1f-84ba-3b5b68556802,Business,4.1,0,0,1,0.0,2,No,Low,Yes,No,Advanced
f4c53602-c690-4158-8df7-0cd1b32eab3c,Journalism,0.4,0,0,0,0.0,0,No,Low,No,No,Beginner
da5efc6c-7a29-46b1-9f82-0d7ed7b3e5a1,Architecture,4.8,0,2,0,0.0,1,No,High,No,No,Intermediate
64a27c46-2afc-458a-a09a-fd5866de0f29,Medicine,1.0,0,0,0,0.0,1,No,Low,No,No,Intermediate
8c373011-608a-43df-a017-30d9c38f4da9,Medicine,2.1,0,0,1,1.0,1,No,Low,Yes,Yes,Intermediate
2f41eba6-204e-46d6-88b6-b45ba34b79e5,Social Service,2.8,1,1,1,0.0,1,Yes,Medium,Yes,No,Intermediate
a554145d-673e-48d5-8fed-68d9bcf77948,Architecture,3.9,1,1,0,1.0,0,Yes,Medium,No,Yes,Beginner
ba735258-8922-4da0-bb70-39499ec59f66,Law,4.2,1,0,1,1.0,2,Yes,Low,Yes,Yes,Advanced
c04cbcd0-738c-4ee0-bd57-ad2b894c5196,Medicine,3.1,0,1,0,0.0,0,No,Medium,No,No,Beginner
4f322cd2-9196-403a-8db2-e3442600f020,Social Service,2.5,1,2,1,0.0,1,Yes,High,Yes,No,Intermediate
300e7d6c-dc71-4e2f-bf50-e5b96345558a,Law,4.2,1,0,0,1.0,2,Yes,Low,No,Yes,Advanced
13a4fda7-b1f8-475c-bd5e-7d600cf6053d,Law,3.7,0,0,0,1.0,1,No,Low,No,Yes,Intermediate
d521f783-4b55-44eb-be54-45e450ffd6b1,Business,2.0,0,1,0,1.0,0,No,Medium,No,Yes,Beginner
ddd4f0d6-37f0-43eb-bc80-993dd19cb1f7,Journalism,4.0,1,2,1,0.0,0,Yes,High,Yes,No,Beginner
05d3f57d-e7d0-462c-8538-dbfbf1187bb9,Commerce,2.1,1,0,1,0.0,0,Yes,Low,Yes,No,Beginner
02d767a0-8cfa-4784-bfe4-95368853e6b5,Commerce,2.9,1,0,0,1.0,1,Yes,Low,No,Yes,Intermediate
1a949a1a-34af-4d02-91ff-01447f71841a,Coding,4.8,1,1,1,0.8,2,Yes,Medium,Yes,UI,Advanced
d98ee2c2-c9ba-46c8-9ad9-a1a9a3622370,Coding,3.9,1,1,1,0.8,1,Yes,Medium,Yes,UI,Intermediate
7b2bb248-381c-4319-8313-86f48dfafebc,Journalism,5.0,0,1,1,1.0,1,No,Medium,Yes,Yes,Intermediate
d695d97a-dbb5-49f3-8d58-04dc66f0cd46,Commerce,2.9,0,0,0,1.0,0,No,Low,No,Yes,Beginner
9debe0fe-b5bb-45b6-ad73-644048d95ebb,Journalism,2.8,0,0,1,0.0,1,No,Low,Yes,No,Intermediate
29fbd2a8-0e8e-4f5d-a9d7-4f431c44f78f,Law,3.4,1,0,0,0.0,2,Yes,Low,No,No,Advanced
c3001005-b240-40cb-aa44-787330c59e18,Commerce,3.0,0,1,1,1.0,0,No,Medium,Yes,Yes,Beginner
a148864d-111b-47d9-abb8-e0c211264bd9,Social Service,4.3,1,2,0,1.0,1,Yes,High,No,Yes,Intermediate
b69a1fbd-746c-4512-ba11-7bbdd68b6eea,Architecture,5.0,1,2,1,1.0,2,Yes,High,Yes,Yes,Advanced
0da54615-6ac5-4101-9d1f-fda52ae99e47,Journalism,2.9,1,1,1,0.0,0,Yes,Medium,Yes,No,Beginner
512796db-2334-4878-901e-05c962b7ddb6,Architecture,1.3,0,0,0,0.0,0,No,Low,No,No,Beginner
f734500b-6bc0-45d2-a710-66bf0788f895,Coding,3.3,0,2,1,0.8,0,No,High,Yes,UI,Beginner
f1a54432-9aeb-4dcc-83de-621e7613c5c0,Journalism,4.1,1,2,0,1.0,2,Yes,High,No,Yes,Advanced
d8528079-58bb-4a52-8e2d-fd307df7151c,Business,4.7,0,1,0,1.0,2,No,Medium,No,Yes,Advanced
9f9a9a78-556c-4488-8916-a6eecacf369c,Coding,2.7,0,0,0,0.8,0,No,Low,No,UI,Beginner
d9b1f1bb-9637-4afc-afb4-c12204e4c110,Coding,3.8,1,0,0,0.8,2,Yes,Low,No,UI,Advanced
a412caf7-f9b5-4144-a24f-75f705e4d996,Architecture,5.0,0,1,1,1.0,2,No,Medium,Yes,Yes,Advanced
8d12bcc6-3e80-46bb-ba0f-bcac5715cba2,Commerce,1.8,0,0,0,0.0,0,No,Low,No,No,Beginner
a430e80e-00a7-4655-a369-8828c0881d5b,Social Service,3.1,1,1,1,0.0,2,Yes,Medium,Yes,No,Advanced
b8f91efb-4d1d-4021-a364-af7ff7a3cd4f,Commerce,3.1,0,0,0,0.0,0,No,Low,No,No,Beginner
1b2a5157-ddd1-4203-ae39-25cf9c1d0aa3,Commerce,5.0,1,1,1,1.0,2,Yes,Medium,Yes,Yes,Advanced
53598487-51d8-4694-b3c3-9dd542249274,Social Service,5.0,1,1,1,1.0,2,Yes,Medium,Yes,Yes,Advanced
34c48edc-6161-4fb7-a658-93a22f4403a8,Journalism,1.0,1,0,0,0.0,1,Yes,Low,No,No,Intermediate
5e19b9be-2549-408e-828d-bcd5a5d07ad9,Architecture,4.0,1,0,0,1.0,2,Yes,Low,No,Yes,Advanced
7f666be4-99f8-4acf-a551-969342e34db1,Commerce,4.4,1,2,1,0.0,2,Yes,High,Yes,No,Advanced
44b31a4d-fa46-4ee3-aa1d-78deca59766e,Medicine,2.7,1,0,0,0.0,1,Yes,Low,No,No,Intermediate
e27cd455-8750-4982-8bdb-7915df54b891,Law,3.7,1,1,1,1.0,0,Yes,Medium,Yes,Yes,Beginner
5eaeb1fb-1597-41d9-bc49-7faefe4c56d7,Business,4.1,1,1,1,0.0,0,Yes,Medium,Yes,No,Beginner
bfff2811-00f0-485f-87d7-a693e38f0c76,Coding,3.4,1,0,1,1.0,2,Yes,Low,Yes,Data,Advanced
4ffe0f4f-fb4c-4586-9328-3455c03b2e17,Journalism,5.0,1,1,0,1.0,2,Yes,Medium,No,Yes,Advanced
6f9bae7c-6dee-481e-8116-a8479cb053a4,Coding,4.5,1,2,1,1.0,2,Yes,High,Yes,Data,Advanced
4cd1b840-6c9f-47d1-bed5-f225f37234ce,Business,5.0,1,2,1,1.0,0,Yes,High,Yes,Yes,Beginner
819ac4ad-519c-4e85-bea3-dfd3aff6340a,Medicine,2.4,1,0,0,1.0,0,Yes,Low,No,Yes,Beginner
c548176d-1c37-45ba-bce8-87ea1c0ca4f4,Medicine,4.9,0,1,1,0.0,2,No,Medium,Yes,No,Advanced
8df9dd54-bf14-488c-81a5-851184332188,Commerce,2.8,0,2,0,1.0,0,No,High,No,Yes,Beginner
8f8ca8b7-673f-4b4c-8fe5-995d6ec0cab9,Architecture,0.0,0,0,0,0.0,0,No,Low,No,No,Beginner
4669d87e-8e38-4ee7-9479-b262fb019e6b,Social Service,4.0,0,1,0,0.0,2,No,Medium,No,No,Advanced
34543ee6-3609-45c6-9850-61ec79885340,Business,5.0,0,1,1,1.0,0,No,Medium,Yes,Yes,Beginner
69eac553-e5bb-47bb-b165-90d61f967807,Architecture,2.0,0,1,0,0.0,1,No,Medium,No,No,Intermediate
7fb54539-2bb4-4ff2-8e90-12867ce3da8b,Business,1.1,1,0,1,0.0,0,Yes,Low,Yes,No,Beginner
4942bfa0-a718-4421-9f3d-8b65d86743ee,Commerce,1.8,0,0,0,1.0,0,No,Low,No,Yes,Beginner
a6094470-bf9e-48be-8209-5ae406988e3b,Social Service,1.2,0,0,0,0.0,0,No,Low,No,No,Beginner
05eb7f24-7b4a-4306-9584-a21aa64ea1af,Social Service,4.2,1,1,0,0.0,2,Yes,Medium,No,No,Advanced
16c77f4d-7ee5-46ef-bcc5-7dca456a8e73,Coding,4.1,1,2,0,1.0,0,Yes,High,No,Data,Beginner
e3d14292-583b-4cdc-a920-268fc541befa,Social Service,2.2,0,0,0,0.0,0,No,Low,No,No,Beginner
91aeb7b5-d8b9-4c66-9048-5350e8a5034d,Coding,3.9,0,2,0,1.0,2,No,High,No,Data,Advanced
d1406024-455a-458e-aed0-499252c6e836,Social Service,0.0,0,0,1,1.0,0,No,Low,Yes,Yes,Beginner
fde38aff-b1c9-475b-82f5-0a3e973297b1,Architecture,4.2,1,1,0,1.0,2,Yes,Medium,No,Yes,Advanced
d9b38fd6-207a-41d5-852d-9952e7bdb70e,Medicine,2.2,1,0,0,0.0,1,Yes,Low,No,No,Intermediate
4fc8d3d3-fc6e-41f2-93a4-8e8684469356,Business,2.9,0,0,0,0.0,1,No,Low,No,No,Intermediate
11a7d839-a5fc-4b3b-a3cc-ed99ea3e91c8,Business,4.1,1,0,0,1.0,2,Yes,Low,No,Yes,Advanced
397f9467-4bba-43eb-ab84-6a072819999f,Business,1.1,0,0,0,0.0,0,No,Low,No,No,Beginner
cabb2719-6d0e-4a36-8121-5ffff6c72669,Medicine,4.8,0,1,1,0.0,1,No,Medium,Yes,No,Intermediate
1bfe6087-5242-4539-8941-59d1ead40269,Social Service,4.5,0,1,1,1.0,0,No,Medium,Yes,Yes,Beginner
d2e29490-8eb3-4d1e-9f1d-479131cf7cc3,Coding,5.0,1,0,0,0.8,0,Yes,Low,No,UI,Beginner
f716df9f-586a-4ca3-8c2c-8275dda4314c,Law,4.7,1,2,1,1.0,0,Yes,High,Yes,Yes,Beginner
20955d92-1878-4866-85de-94c6577941cc,Journalism,5.0,0,0,1,1.0,1,No,Low,Yes,Yes,Intermediate
c08bc90c-ad87-424a-9ada-aa3e654d458d,Journalism,4.9,1,2,0,0.0,0,Yes,High,No,No,Beginner
a30c9030-7e31-4ec5-980f-3065d45705ff,Business,0.0,1,0,0,1.0,0,Yes,Low,No,Yes,Beginner
d32765a1-27b3-4d07-8e58-c0ed5e7765cf,Business,3.0,0,1,1,0.0,0,No,Medium,Yes,No,Beginner
d9e3f163-6aef-429c-ba7f-3aee4e1d6208,Journalism,1.1,0,0,0,1.0,1,No,Low,No,Yes,Intermediate
861a8328-5081-4944-b749-791b0b4787de,Coding,5.0,0,0,1,0.8,0,No,Low,Yes,UI,Beginner
b52edf8e-531e-4711-8672-55107ccd058c,Social Service,0.9,0,1,1,1.0,0,No,Medium,Yes,Yes,Beginner
798a551e-3ad9-4b57-b6d9-2c6b2d2b81b8,Coding,1.9,0,0,0,1.0,1,No,Low,No,Data,Intermediate
4de1594b-eee9-46b6-8d12-e343016674fd,Coding,4.5,1,2,0,0.8,2,Yes,High,No,UI,Advanced
c507dab2-f584-4a82-980b-6ccdaec0dfd6,Law,5.0,1,2,1,1.0,2,Yes,High,Yes,Yes,Advanced
d4bd4a31-b517-498d-b731-91669c0ce7c9,Journalism,1.0,0,1,0,0.0,0,No,Medium,No,No,Beginner
18d33474-44d8-4a53-8403-8e30897d3005,Law,2.9,0,2,1,0.0,1,No,High,Yes,No,Intermediate
2176fa23-36ee-413c-bb99-a71c00339e8f,Business,3.6,0,1,0,1.0,1,No,Medium,No,Yes,Intermediate
243fd254-8566-40c5-9de3-60f407da2ad2,Social Service,4.1,0,2,0,0.0,1,No,High,No,No,Intermediate
e3751b85-d1fb-44b3-8f3e-7d5ca166cfe5,Journalism,2.1,0,0,1,1.0,0,No,Low,Yes,Yes,Beginner
c357a162-ee09-43cb-84ad-d8812ff341cb,Commerce,2.3,1,1,0,1.0,1,Yes,Medium,No,Yes,Intermediate
e98cae4b-a484-46f9-a458-9f5d8a6853be,Social Service,3.9,0,1,1,1.0,2,No,Medium,Yes,Yes,Advanced
0c4df571-8d16-4854-b763-3bb1fe364b47,Medicine,4.2,0,2,1,0.0,1,No,High,Yes,No,Intermediate
d217f171-1747-418d-8190-4f3192ddd950,Commerce,4.6,0,0,0,0.0,1,No,Low,No,No,Intermediate
408c5c37-5ef7-4a96-b305-d5885fff9fef,Commerce,4.1,0,1,1,0.0,1,No,Medium,Yes,No,Intermediate
6eea9e8d-dbd8-4fe8-bd15-95f67bf063d2,Social Service,3.6,0,2,1,1.0,0,No,High,Yes,Yes,Beginner
2c9bff59-9a1a-4063-b641-18ade95da276,Architecture,2.8,1,0,1,1.0,2,Yes,Low,Yes,Yes,Advanced
f0915819-6ffe-488b-89de-f9775e8f5cfd,Architecture,4.8,1,2,1,1.0,0,Yes,High,Yes,Yes,Beginner
7e962d16-3674-4caf-9bbc-f1e4852ad94f,Commerce,1.8,0,0,1,0.0,0,No,Low,Yes,No,Beginner
97b39b5b-e3d7-41e6-ba02-d7472b48a651,Medicine,3.7,1,1,0,1.0,0,Yes,Medium,No,Yes,Beginner
b58e69cf-b8fc-4bf8-9a0c-5ee8cc1898be,Business,3.2,0,2,0,0.0,0,No,High,No,No,Beginner
b8db1ff7-77fd-48f0-9ce4-6fdcf1a36c44,Law,1.2,1,0,0,0.0,0,Yes,Low,No,No,Beginner
d732fdb0-e904-4e4c-9c1c-071c76eab176,Commerce,3.8,0,2,1,1.0,2,No,High,Yes,Yes,Advanced
ef39f1e7-9dd8-4677-aaa7-83aaf8a279d8,Coding,5.0,1,2,1,1.0,0,Yes,High,Yes,Data,Beginner
ae7e9ae4-bfd4-4ff5-bca6-cabf6880d04c,Business,5.0,0,2,0,0.0,2,No,High,No,No,Advanced
291d89fa-4771-46b7-b5c0-2e164df7af80,Medicine,5.0,1,0,1,0.0,2,Yes,Low,Yes,No,Advanced
5e9d79ed-72b2-41f1-a56e-72a7c488ba57,Medicine,3.7,0,0,1,1.0,1,No,Low,Yes,Yes,Intermediate
d502c62c-46f8-4e3a-a0bb-302caf385623,Medicine,4.0,1,2,1,1.0,2,Yes,High,Yes,Yes,Advanced
13513c71-7de9-47d3-b2af-5d79d51d701c,Commerce,3.2,1,0,0,0.0,1,Yes,Low,No,No,Intermediate
237d1745-04cd-42e7-9cc8-b52697c08f2e,Business,2.7,1,0,0,1.0,0,Yes,Low,No,Yes,Beginner
fae6ee44-a086-402a-a9f2-88bfc2611618,Social Service,1.2,0,0,1,1.0,1,No,Low,Yes,Yes,Intermediate
272b0163-018e-43e2-9eac-74f4ffd4d714,Law,5.0,1,1,1,1.0,1,Yes,Medium,Yes,Yes,Intermediate
b1b97a8c-d0d3-47a5-bc14-8fc44e630797,Journalism,3.6,1,0,0,1.0,2,Yes,Low,No,Yes,Advanced
8da79ff8-d188-45b3-a7d9-962003f58901,Architecture,4.0,1,2,1,0.0,1,Yes,High,Yes,No,Intermediate
227a44f8-0ac5-43a5-837b-8bd89a20138e,Coding,3.3,0,1,1,1.0,0,No,Medium,Yes,Data,Beginner
260a39d5-bb19-4c0f-baa3-0902a77b3ee4,Architecture,5.0,1,2,0,0.0,2,Yes,High,No,No,Advanced
8ba8a282-ea09-47b9-bd9f-95bc7a28aa08,Social Service,4.9,0,0,0,1.0,2,No,Low,No,Yes,Advanced
1e01aa50-6623-4fce-9a69-1fd2f411730a,Journalism,1.2,1,0,0,1.0,1,Yes,Low,No,Yes,Intermediate
c4aefd33-aba2-4566-b780-3c2edbecf69f,Coding,4.3,0,2,0,0.8,1,No,High,No,UI,Intermediate
c04bd1c8-358a-4bde-9e6f-bafe211f9b21,Business,1.0,1,0,0,0.0,1,Yes,Low,No,No,Intermediate
808595d0-bb33-46dc-946d-5aec67ef0204,Commerce,1.2,0,0,0,0.0,0,No,Low,No,No,Beginner
f896371c-4214-4f03-9a43-02c82405df15,Commerce,4.6,1,1,1,0.0,2,Yes,Medium,Yes,No,Advanced
